hostname,id,location,family,platformId,role,serialNumber,upTime,errorCode
PTT-TH-HO-B1-FL23-AP3802I-4,6a802134-4259-45e4-bfe9-8131ca236bd9,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACDJ,16days 01:00:42.800,null
PTT-TH-HO-B1-FL23-AP3802I-5,290289c0-cf0b-49ab-b86e-af95e6dc683c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWH,14days 21:16:39.470,null
PTT-TH-HO-B1-FL23-AP3802I-6,78e39d12-fe2d-4269-ba11-9375e1696277,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVT,14days 21:17:47.470,null
PTT-TH-HO-B1-FL23-AP3802I-7,a98661e0-a8c6-4b36-b4e1-29c329a3e027,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7L,18days 21:19:34.670,null
PTT-TH-HO-B1-FL23-AP3802I-8,d98bca56-b2b2-4671-9570-bf9b21fe8813,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC6W,14days 21:17:41.360,null
PTT-TH-HO-B1-FL24-AP3802I-1,26890946-9134-4d81-8eec-10549128ffc4,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACEG,14days 21:17:17.680,null
PTT-TH-HO-B1-FL24-AP3802I-2,5201d296-d847-465a-bba0-ab46bdebbc46,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACCB,263days 11:33:18.270,null
PTT-TH-HO-B1-FL24-AP3802I-3,da42c588-e1c8-4bda-8c0c-a298b815c84f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXY,6days 21:14:15.780,null
PTT-TH-HO-B1-FL24-AP3802I-4,4257757a-9327-4ee7-83a3-2b5d288a4420,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZW,189days 13:56:59.070,null
PTT-TH-HO-B1-FL24-AP3802I-5,0695ed62-e4fe-4b5d-9bec-2afb626b26a3,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0U,4days 21:19:30.460,null
PTT-TH-HO-B1-FL24-AP3802I-6,429b84af-e432-4830-b69a-92f659fe3c02,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBJ,96days 18:09:43.870,null
PTT-TH-HO-B1-FL24-AP3802I-7,2544e5a7-0ff1-41cf-8078-1cb3b5b4d5a7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC77,14days 21:17:04.980,null
PTT-TH-HO-B1-FL24-AP3802I-8,605e7e95-7084-4fc3-93ff-0f87cfa8c2f3,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC76,189days 13:56:30.360,null
PTT-TH-HO-B1-FL2-AP3802I-1,68ed9437-73e8-4879-ba2f-e52deb09ba92,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABY0,15days 20:00:40.380,null
PTT-TH-HO-B1-FL2-AP3802I-2,9a1aa5eb-8b08-4117-beda-6f18a18f7423,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABY2,15days 20:06:48.270,null
PTT-TH-HO-B1-FL3-AP3802I-1,bafc852d-550f-4169-b3e6-010c68ca9057,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZH,11days 20:10:55.560,null
PTT-TH-HO-B1-FL3-AP3802I-2,5e8376f6-dbe6-417f-973c-7a85532fd243,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC9C,15days 20:12:33.670,null
PTT-TH-HO-B1-FL3-AP3802I-3,4249a910-b9ad-4161-9542-f524d95b844a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYN,15days 20:37:41.960,null
PTT-TH-HO-B1-FL3-AP3802I-4,d690f19c-3236-4c72-8a11-3edd02902fba,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVQ,11days 20:14:01.370,null
PTT-TH-HO-B1-FL3-AP3802I-5,b4b8c743-f50b-4637-838e-14f236f1e09e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABW9,11days 20:09:04.060,null
PTT-TH-HO-B1-FL3-AP3802I-6,a414a48e-daa7-4c45-b6fd-1564381069b1,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0B,15days 20:12:39.460,null
PTT-TH-HO-B1-FL3-AP3802I-7,cab1b2a4-8c51-42be-ac85-d795ce9d186f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWS,15days 20:08:21.290,null
PTT-TH-HO-B1-FL3-AP3802I-8,d82e14f5-2a9f-4c74-b5f2-79c1a9937a1c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWK,15days 21:01:24.450,null
PTT-TH-HO-B1-FL3-AP3802I-9,17bdaa34-f1ec-46a3-8eff-f13a2e0a71ae,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZV,13days 20:11:21.080,null
PTT-TH-HO-B1-FL4-AP3802I-1,eae4daf5-5981-4e55-9a11-cf7bad20dd8a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBF,14days 23:27:05.660,null
PTT-TH-HO-B1-FL4-AP3802I-2,3b1f5dd2-d555-45cd-9d0a-884b0b6d4c92,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZY,7days 20:08:00.250,null
PTT-TH-HO-B1-FL4-AP3802I-3,f9b4b52a-c06f-417b-83ff-aac04f1dd0ea,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZ8,109days 20:19:35.450,null
PTT-TH-HO-B1-FL4-AP3802I-4,d8d42a42-9e8d-4edf-b34e-6f76bd7b0ea9,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC74,14days 20:54:08.550,null
PTT-TH-HO-B1-FL4-AP3802I-5,8cc07cf3-9b80-4eee-834b-81127d55dc8f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBD,12days 17:11:38.870,null
PTT-TH-HO-B1-FL4-AP3802I-6,d913c184-800e-4086-96a2-dc6b2555ee93,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7F,109days 20:16:34.850,null
PTT-TH-HO-B1-FL4-AP3802I-7,53cf2712-965c-46d0-921a-6a1764bf322a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC01,13days 20:11:17.080,null
PTT-TH-HO-B1-FL4-AP3802I-8,e4e84eff-5514-4e14-a436-daef2884f7b5,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7A,19days 20:17:53.060,null
PTT-TH-HO-B1-FL5-AP3802I-1,51cd62e4-7f36-407f-84d7-554182bdb2cd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBM,18days 18:25:54.860,null
PTT-TH-HO-B1-FL5-AP3802I-2,8bf6e4b2-52da-4eab-ac49-f38ebf0e04fb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7M,1days 20:11:08.950,null
PTT-TH-HO-B1-FL5-AP3802I-3,add35e9b-77eb-4a2e-96d9-b52016c1698d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAK,15days 20:13:10.760,null
PTT-TH-HO-B1-FL5-AP3802I-4,f6c1da47-954f-4579-840f-163760fd9d8f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXK,11days 20:12:13.070,null
PTT-TH-HO-B1-FL5-AP3802I-5,7a8bf1b2-4c8a-475f-9418-8d917d2fafc4,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABX5,11days 20:10:33.860,null
PTT-TH-HO-B1-FL5-AP3802I-6,14a73f4d-44dc-43a8-b986-47839da71ec5,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWM,16days 00:58:42.370,null
PTT-TH-HO-B1-FL5-AP3802I-7,3d1fe821-287d-4051-9dcd-ebbe6401ea51,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWV,15days 20:16:53.600,null
PTT-TH-HO-B1-FL5-AP3802I-8,620b6910-46cf-4dbc-9f66-c439b5ffbb51,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAL,19days 20:17:54.670,null
PTT-TH-HO-B1-FL6-AP3802I-1,bd4b04ef-db61-4f9e-9ef8-10a4bae9b6fd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVD,189days 14:24:12.370,null
PTT-TH-HO-B1-FL6-AP3802I-2,41d65be2-2139-4838-ad7f-96035c5ccc0d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUP,189days 14:28:29.360,null
PTT-TH-HO-B1-FL6-AP3802I-3,8f128fda-c649-4e81-b0fd-65347447ea71,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV2,189days 13:55:59.570,null
PTT-TH-HO-B1-FL6-AP3802I-4,9354031e-eef3-4e65-adfd-9b0ba8830741,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWJ,4days 04:10:33.070,null
PTT-TH-HO-B1-FL6-AP3802I-5,d0fe1a28-c287-40e9-b7c7-ad70727bb958,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVE,242days 23:30:24.970,null
PTT-TH-HO-B1-FL6-AP3802I-6,6e5c4441-22bf-4aa6-8362-ff0fe438e782,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV4,242days 23:30:24.170,null
PTT-TH-HO-B1-FL6-AP3802I-7,7ccdbe33-3568-40bd-9fb1-8ebeadce9162,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUY,70days 22:58:23.150,null
PTT-TH-HO-B1-FL6-AP3802I-8,92754968-6d04-4e84-b1b6-57d4a44fe034,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV9,212days 17:35:26.980,null
PTT-TH-HO-B1-FL6-AP3802I-9,2c77d3e6-ba2c-4d38-b3f7-3d2fd3af33b1,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACEF,214days 17:26:26.980,null
PTT-TH-HO-B1-FL7-AP3802I-1,7862b683-5cb4-42fd-bc2a-821da6fcda1b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1W,14days 19:04:10.270,null
PTT-TH-HO-B1-FL7-AP3802I-2,ddd7e306-18bf-4763-a14c-eadd6d65631e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC18,15days 20:50:10.880,null
PTT-TH-HO-B1-FL7-AP3802I-3,10e3e20f-1bfd-4bf8-ae68-e8d6872b4a20,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC2Q,109days 20:12:26.170,null
PTT-TH-HO-B1-FL7-AP3802I-4,0e6f378a-730c-4aed-813e-579c3f88e14a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7T,15days 20:07:36.270,null
PTT-TH-HO-B1-FL7-AP3802I-5,9d421911-aed6-467b-bc6f-39524666c4a7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACC8,15days 20:16:01.660,null
PTT-TH-HO-B1-FL7-AP3802I-7,55ec4e8d-b8ff-4b51-a293-f9eda1d58074,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC8V,15days 20:10:43.970,null
PTT-TH-HO-B1-FL7-AP3802I-8,e46a9fd8-718e-4fef-8e1c-7471e6292047,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZD,8days 04:19:12.470,null
PTT-TH-HO-B1-FL8-AP3802I-1,2195bfaa-f45a-4666-a2bf-3a402fab9f2d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZB,19days 20:07:32.070,null
PTT-TH-HO-B1-FL8-AP3802I-2,ac29f346-77d6-4904-9257-621273cb315b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABX3,5days 20:08:19.570,null
PTT-TH-HO-B1-FL8-AP3802I-3,b7ae7803-e2d5-4b18-9373-7f0bcb1a98fb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWP,15days 20:07:33.060,null
PTT-TH-HO-B1-FL8-AP3802I-4,97009810-b6b5-4310-844b-ea354f750107,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZ7,19days 20:17:51.280,null
PTT-TH-HO-B1-FL8-AP3802I-5,2908e84b-190d-465a-869b-1883fa4eb98b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXS,109days 20:14:24.280,null
PTT-TH-HO-B1-FL8-AP3802I-6,bf5ccae9-1a01-43cc-b30e-2de198f7424a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWN,15days 20:16:30.560,null
PTT-TH-HO-B1-FL8-AP3802I-7,360f5961-04eb-47b9-9b76-8884d404f81b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC29,11days 20:26:54.160,null
PTT-TH-HO-B1-FL9-AP3802I-1,32eb3765-374e-4491-a71f-1df41c675c11,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVS,19days 00:52:33.470,null
PTT-TH-HO-B1-FL9-AP3802I-2,55427cbc-bfe8-4c7d-8733-d7c3977d2157,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUX,19days 20:09:59.380,null
PTT-TH-HO-B1-FL9-AP3802I-3,807588de-626a-4b4a-a606-45f58bd8fcaa,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0C,18days 22:49:01.270,null
PTT-TH-HO-B1-FL9-AP3802I-4,07282abb-ede0-4af7-8a3a-83f104299296,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYQ,11days 20:10:57.380,null
PTT-TH-HO-B1-FL9-AP3802I-5,9af450e8-db17-4b53-a9f0-a63e7dd114be,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBH,15days 20:40:57.260,null
PTT-TH-HO-B1-FL9-AP3802I-6,2c05b1e8-32b4-46b0-8288-7fcbbe9ee0ea,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXN,13days 20:13:49.960,null
PTT-TH-HO-B1-FL9-AP3802I-7,fb7f9106-42c0-481e-92d9-fa9b50776e8e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC2E,15days 20:12:08.870,null
PTT-TH-HO-B1-FL9-AP3802I-8,6824e0e1-0d90-42ce-9ffc-9a25d2c1bf67,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXR,15days 20:17:17.160,null
PTT-TH-HO-B1-FLB-AP3802I-1,e122935c-b77e-457d-bec0-10a5aa720a6c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYK,15days 04:49:29.260,null
PTT-TH-HO-B1-FLB-AP3802I-2,f51afde5-f8ee-43ff-8beb-c2f4d104705b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC8P,15days 04:49:27.800,null
PTT-TH-HO-B1-FLB-AP3802I-3,cdf13852-5573-4b99-b5c2-899e59238f33,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXT,15days 04:49:28.970,null
PTT-TH-HO-B1-FLB-AP3802I-4,b408fce1-9787-49cd-a1a3-ced14df2d751,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACCC,15days 04:49:24.850,null
PTT-TH-HO-B1-FLB-AP3802I-5,699ff8c3-dd0c-4b28-a15b-8dfe837ccf95,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZE,15days 04:49:27.370,null
PTT-TH-HO-B1-FLB-AP3802I-6,85e9204d-37ba-46d0-aebb-12ebf88104ee,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACEC,15days 04:49:24.750,null
PTT-TH-HO-B2-FL1-AP3802-11,c8960add-bd14-4cab-b97c-d9250fdb43a8,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1E,15days 17:43:19.870,null
PTT-TH-HO-B2-FL1-AP3802-3,be4aa042-7d20-4112-993b-77cde284e52f,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUD,74days 19:55:19.160,null
PTT-TH-HO-B2-FL1-AP3802I-1,ad7b44c1-b383-449f-bf00-568c70922827,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWG,18days 23:26:29.650,null
PTT-TH-HO-B2-FL1-AP3802I-10,6f883be1-4fc3-4eb4-879e-0d2d2af5c854,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACD3,13days 19:43:14.180,null
PTT-TH-HO-B2-FL1-AP3802I-4,33389d40-2a38-4efd-9e0b-ce7a70f37cb1,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABY5,18days 19:49:51.460,null
PTT-TH-HO-B2-FL1-AP3802I-5,f588b582-4f87-4577-8ada-e159e7d19acf,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACDD,20days 19:52:16.250,null
PTT-TH-HO-B2-FL1-AP3802I-6,3723bf13-f652-4567-b8d3-ab753e33d9de,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBG,18days 19:49:48.660,null
PTT-TH-HO-B2-FL1-AP3802I-7,ea01c83c-4fd9-49ee-b516-1e11cebabac7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC7C,18days 19:49:50.610,null
PTT-TH-HO-B2-FL1-AP3802I-8,2089419e-bde1-43f3-b97f-616d5979aba8,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACC7,8days 17:57:08.880,null
PTT-TH-HO-B2-FL1-AP3802I-9,8de570db-0dc8-4ffd-8aba-d546cc436a7a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1H,18days 19:49:51.950,null
PTT-TH-HO-B2-FL2-AP3802I-1,f307a34c-fa94-4cdf-acbb-e8dcbac9f36d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACCA,74days 19:52:39.270,null
PTT-TH-HO-B2-FL2-AP3802I-10,36fc402a-efa8-47bd-a3b6-e08e80f56b1d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABY7,72days 23:19:58.150,null
PTT-TH-HO-B2-FL2-AP3802I-11,3b7b633c-1594-4574-a6c4-8d1c898d7f57,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC62,74days 19:52:40.870,null
PTT-TH-HO-B2-FL2-AP3802I-12,bc558c37-5677-4520-8392-2aa57fce3de0,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABY3,72days 23:19:57.770,null
PTT-TH-HO-B2-FL2-AP3802I-13,077a3d34-62dd-402c-b745-a7cdb5266958,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0D,74days 19:52:40.260,null
PTT-TH-HO-B2-FL2-AP3802I-14,9b6e23f7-5dcb-450f-aba7-99dc44cf1e18,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAJ,72days 23:19:58.960,null
PTT-TH-HO-B2-FL2-AP3802I-15,ea065e26-7ab4-44d5-8cad-cd383d4599a3,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAH,74days 19:52:39.750,null
PTT-TH-HO-B2-FL2-AP3802I-16,ae5dee36-dc5b-4afe-a003-1b983904a140,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC8R,72days 23:19:56.970,null
PTT-TH-HO-B2-FL2-AP3802I-2,7e00464d-9202-4f35-9fe4-95b3afbd7d5d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC1U,72days 23:19:57.860,null
PTT-TH-HO-B2-FL2-AP3802I-3,247b5bdc-b14a-473a-ad45-aebf72106de2,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0R,74days 19:52:39.380,null
PTT-TH-HO-B2-FL2-AP3802I-4,e4333a49-d2f8-4d1d-8285-99f3d5f681e2,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACC5,72days 23:19:58.880,null
PTT-TH-HO-B2-FL2-AP3802I-5,6da7c71a-0775-42de-8639-6c04bdd04604,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACC3,74days 19:52:39.260,null
PTT-TH-HO-B2-FL2-AP3802I-6,f4b11ebf-a3df-4e08-9423-8f8bf288dfb7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABWX,72days 23:19:58.290,null
PTT-TH-HO-B2-FL2-AP3802I-7,c2f60816-b2a6-4526-ae1a-ed63d78d26a7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACB2,74days 19:52:40.870,null
PTT-TH-HO-B2-FL2-AP3802I-8,019cd001-9278-4756-b261-b561a3b347fe,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABU8,72days 23:19:57.600,null
PTT-TH-HO-B2-FL2-AP3802I-9,718828a1-8a46-4897-9f4f-ecb5c744e350,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACDH,74days 19:52:39.750,null
PTT-TH-HO-B2-FL3-AP3802I-1,dacd48cb-e9cd-4289-a865-2d1f0cc7c349,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYU,74days 19:52:40.560,null
PTT-TH-HO-B2-FL3-AP3802I-10,943c1399-91a6-4e72-af17-a23544fed910,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYY,74days 19:52:39.380,null
PTT-TH-HO-B2-FL3-AP3802I-11,8c2b2c6b-cc78-4d3b-89b9-78b780a831e8,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0F,74days 19:52:40.480,null
PTT-TH-HO-B2-FL3-AP3802I-12,808f8833-e2b9-4ee5-9b98-fe47222cc8bf,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABV6,74days 19:52:37.360,null
PTT-TH-HO-B2-FL3-AP3802I-13,833e91c2-bc57-481d-a77f-b419da745bc7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0W,74days 19:52:40.150,null
PTT-TH-HO-B2-FL3-AP3802I-14,da11fe57-5ad2-4df2-a299-468f89e1226e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC9M,74days 19:52:38.960,null
PTT-TH-HO-B2-FL3-AP3802I-15,b5bcd885-9b03-4e57-a346-c888755fd263,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVA,74days 19:52:37.170,null
PTT-TH-HO-B2-FL3-AP3802I-2,325538a6-2666-4119-8b7a-3d67dd628bfc,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVC,74days 19:52:39.160,null
PTT-TH-HO-B2-FL3-AP3802I-3,c36d3e75-e974-4c67-b3d9-2e9a14f74577,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC2N,74days 19:52:37.870,null
PTT-TH-HO-B2-FL3-AP3802I-4,b7ce608f-4c5b-4e8b-9170-34c810de0420,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACBL,74days 19:52:40.360,null
PTT-TH-HO-B2-FL3-AP3802I-5,e0a13963-b5fd-4897-b5cc-f141a2118e2e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACD1,74days 19:52:39.850,null
PTT-TH-HO-B2-FL3-AP3802I-6,4dee7e37-0d89-448f-b87d-dcb105fec97d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABXZ,74days 19:52:38.150,null
PTT-TH-HO-B2-FL3-AP3802I-7,937d999c-4186-4792-a520-966267c45b9e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZ0,74days 19:52:39.460,null
PTT-TH-HO-B2-FL3-AP3802I-8,f8bf9396-d179-4d8d-98c9-78cec66a425a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUL,74days 19:52:39.610,null
PTT-TH-HO-B2-FL3-AP3802I-9,8542d87a-2dc8-4b9c-bd51-c3d07261bbfb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACDF,74days 19:52:38.960,null
PTT-TH-HO-B2-FL4-AP3802I-1,df177964-95a0-48ad-b07d-490f2cb3d94e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUN,15days 00:00:27.170,null
PTT-TH-HO-B2-FL4-AP3802I-10,fe22edfc-4029-4c71-a2cb-5d6bc3dc310d,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC65,14days 19:49:42.650,null
PTT-TH-HO-B2-FL4-AP3802I-11,46c18815-8ae7-4caa-928f-77ca272995b7,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUH,14days 19:49:38.870,null
PTT-TH-HO-B2-FL4-AP3802I-12,1abaa23b-b98b-484c-8495-725a888535bc,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYC,14days 19:49:41.280,null
PTT-TH-HO-B2-FL4-AP3802I-13,f555949f-4f82-42e9-9315-6317c6fc406b,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC79,14days 19:49:42.980,null
PTT-TH-HO-B2-FL4-AP3802I-14,c5785d5c-8fcb-42fa-b205-bf14177c7800,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ACAD,14days 19:49:38.360,null
PTT-TH-HO-B2-FL4-AP3802I-15,b6de247f-ec96-455c-9bb7-39b57b9e5612,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUC,14days 19:49:40.600,null
PTT-TH-HO-B2-FL4-AP3802I-2,96db595e-88c5-41ac-a963-80f79142752e,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVH,14days 19:46:52.450,null
PTT-TH-HO-B2-FL4-AP3802I-3,ee15e7cc-1ad0-49c9-9353-de757ed2f7a2,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVB,14days 19:49:42.770,null
PTT-TH-HO-B2-FL4-AP3802I-4,aa76db5c-0630-4724-98db-816edd12d86a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC0G,14days 19:49:36.870,null
PTT-TH-HO-B2-FL4-AP3802I-5,be4845e7-1260-402f-b0b1-8b44b108fcdd,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUS,14days 19:49:36.570,null
PTT-TH-HO-B2-FL4-AP3802I-6,b2bb9e5f-2d5c-41d0-a647-1e07d2252d65,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABVF,14days 19:49:43.370,null
PTT-TH-HO-B2-FL4-AP3802I-7,62786d51-c7ee-40f8-aad2-f89999a50ecb,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABZF,14days 19:49:43.550,null
PTT-TH-HO-B2-FL4-AP3802I-8,a5984cf2-308b-4568-bd75-e92345301588,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABYW,14days 19:49:39.460,null
PTT-TH-HO-B2-FL4-AP3802I-9,552e3967-b808-4e68-bd97-6694316d9b3c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC61,14days 19:49:43.800,null
PTT-TH-HO-B2-FL5-AP3802I-1,fc1d8886-18b9-4343-82b9-814cc770102c,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302ABUG,6days 19:44:49.160,null
PTT-TH-HO-B2-FL5-AP3802I-10,3048f4b9-61a4-4906-b1cf-863d14a8fb7a,,Unified AP,AIR-AP3802I-S-K9,ACCESS,FGL2302AC2M,3days 01:54:50.170,null
